File	human_alcor2_filtered_0.1_sorted.bed	human_alcor2_filtered_0.2_sorted.bed	human_alcor2_filtered_0.3_sorted.bed	human_alcor2_filtered_0.4_sorted.bed	human_alcor2_filtered_0.5_sorted.bed	human_alcor2_filtered_0.6_sorted.bed	human_alcor2_filtered_0.7_sorted.bed	human_alcor2_filtered_0.8_sorted.bed	human_alcor2_filtered_0.9_sorted.bed	human_alcor2_processed_sorted.bed	human_alcor_filtered_0.1_sorted.bed	human_alcor_filtered_0.2_sorted.bed	human_alcor_filtered_0.3_sorted.bed	human_alcor_filtered_0.4_sorted.bed	human_alcor_filtered_0.5_sorted.bed	human_alcor_filtered_0.6_sorted.bed	human_alcor_filtered_0.7_sorted.bed	human_alcor_filtered_0.8_sorted.bed	human_alcor_filtered_0.9_sorted.bed	human_alcor_processed_sorted.bed	human_dotplot_filtered_0.1_sorted.bed	human_dotplot_filtered_0.2_sorted.bed	human_dotplot_filtered_0.3_sorted.bed	human_dotplot_filtered_0.4_sorted.bed	human_dotplot_filtered_0.5_sorted.bed	human_dotplot_filtered_0.6_sorted.bed	human_dotplot_filtered_0.7_sorted.bed	human_dotplot_filtered_0.8_sorted.bed	human_dotplot_filtered_0.9_sorted.bed	human_dotplot_processed_sorted.bed	human_flps2_filtered_0.1_sorted.bed	human_flps2_filtered_0.2_sorted.bed	human_flps2_filtered_0.3_sorted.bed	human_flps2_filtered_0.4_sorted.bed	human_flps2_filtered_0.5_sorted.bed	human_flps2_filtered_0.6_sorted.bed	human_flps2_filtered_0.7_sorted.bed	human_flps2_filtered_0.8_sorted.bed	human_flps2_filtered_0.9_sorted.bed	human_flps2_processed_sorted.bed	human_flps2_strict_filtered_0.1_sorted.bed	human_flps2_strict_filtered_0.2_sorted.bed	human_flps2_strict_filtered_0.3_sorted.bed	human_flps2_strict_filtered_0.4_sorted.bed	human_flps2_strict_filtered_0.5_sorted.bed	human_flps2_strict_filtered_0.6_sorted.bed	human_flps2_strict_filtered_0.7_sorted.bed	human_flps2_strict_filtered_0.8_sorted.bed	human_flps2_strict_filtered_0.9_sorted.bed	human_flps2_strict_processed_sorted.bed	human_flps_filtered_0.1_sorted.bed	human_flps_filtered_0.2_sorted.bed	human_flps_filtered_0.3_sorted.bed	human_flps_filtered_0.4_sorted.bed	human_flps_filtered_0.5_sorted.bed	human_flps_filtered_0.6_sorted.bed	human_flps_filtered_0.7_sorted.bed	human_flps_filtered_0.8_sorted.bed	human_flps_filtered_0.9_sorted.bed	human_flps_processed_sorted.bed	human_flps_strict_filtered_0.1_sorted.bed	human_flps_strict_filtered_0.2_sorted.bed	human_flps_strict_filtered_0.3_sorted.bed	human_flps_strict_filtered_0.4_sorted.bed	human_flps_strict_filtered_0.5_sorted.bed	human_flps_strict_filtered_0.6_sorted.bed	human_flps_strict_filtered_0.7_sorted.bed	human_flps_strict_filtered_0.8_sorted.bed	human_flps_strict_filtered_0.9_sorted.bed	human_flps_strict_processed_sorted.bed	human_lcrfinder_filtered_0.1_sorted.bed	human_lcrfinder_filtered_0.2_sorted.bed	human_lcrfinder_filtered_0.3_sorted.bed	human_lcrfinder_filtered_0.4_sorted.bed	human_lcrfinder_filtered_0.5_sorted.bed	human_lcrfinder_filtered_0.6_sorted.bed	human_lcrfinder_filtered_0.7_sorted.bed	human_lcrfinder_filtered_0.8_sorted.bed	human_lcrfinder_filtered_0.9_sorted.bed	human_lcrfinder_processed_sorted.bed	human_seg_filtered_0.1_sorted.bed	human_seg_filtered_0.2_sorted.bed	human_seg_filtered_0.3_sorted.bed	human_seg_filtered_0.4_sorted.bed	human_seg_filtered_0.5_sorted.bed	human_seg_filtered_0.6_sorted.bed	human_seg_filtered_0.7_sorted.bed	human_seg_filtered_0.8_sorted.bed	human_seg_filtered_0.9_sorted.bed	human_seg_intermediate_filtered_0.1_sorted.bed	human_seg_intermediate_filtered_0.2_sorted.bed	human_seg_intermediate_filtered_0.3_sorted.bed	human_seg_intermediate_filtered_0.4_sorted.bed	human_seg_intermediate_filtered_0.5_sorted.bed	human_seg_intermediate_filtered_0.6_sorted.bed	human_seg_intermediate_filtered_0.7_sorted.bed	human_seg_intermediate_filtered_0.8_sorted.bed	human_seg_intermediate_filtered_0.9_sorted.bed	human_seg_intermediate_processed_sorted.bed	human_seg_processed_sorted.bed	human_seg_strict_filtered_0.1_sorted.bed	human_seg_strict_filtered_0.2_sorted.bed	human_seg_strict_filtered_0.3_sorted.bed	human_seg_strict_filtered_0.4_sorted.bed	human_seg_strict_filtered_0.5_sorted.bed	human_seg_strict_filtered_0.6_sorted.bed	human_seg_strict_filtered_0.7_sorted.bed	human_seg_strict_filtered_0.8_sorted.bed	human_seg_strict_filtered_0.9_sorted.bed	human_seg_strict_processed_sorted.bed	human_treks_filtered_0.1_sorted.bed	human_treks_filtered_0.2_sorted.bed	human_treks_filtered_0.3_sorted.bed	human_treks_filtered_0.4_sorted.bed	human_treks_filtered_0.5_sorted.bed	human_treks_filtered_0.6_sorted.bed	human_treks_filtered_0.7_sorted.bed	human_treks_filtered_0.8_sorted.bed	human_treks_filtered_0.9_sorted.bed	human_treks_processed_sorted.bed	human_xstream_filtered_0.1_sorted.bed	human_xstream_filtered_0.2_sorted.bed	human_xstream_filtered_0.3_sorted.bed	human_xstream_filtered_0.4_sorted.bed	human_xstream_filtered_0.5_sorted.bed	human_xstream_filtered_0.6_sorted.bed	human_xstream_filtered_0.7_sorted.bed	human_xstream_filtered_0.8_sorted.bed	human_xstream_filtered_0.9_sorted.bed	human_xstream_processed_sorted.bed
human_flps_filtered_0.6_sorted.bed	0.00771707	0.0294745	0.0870504	0.155774	0.195163	0.201003	0.180463	0.109405	0.0175543	0.00731674	0.00730117	0.0278908	0.0877602	0.16026	0.210415	0.215438	0.17668	0.103678	0.0194299	0.00690771	0.0478566	0.0478851	0.0484749	0.0634145	0.166782	0.225039	0.0710573	0.0106306	0.00316722	0.0478566	0.00254984	0.0106493	0.03501	0.121523	0.335268	0.705821	0.408622	0.209618	0.0967679	0.00238938	0.00397699	0.0164136	0.0302413	0.0860312	0.179484	0.287972	0.224602	0.170609	0.10189	0.00345945	0.00258311	0.0107894	0.0352883	0.117356	0.427199	1	0.474982	0.186272	0.0811483	0.00242434	0.00419828	0.0172658	0.0306175	0.0870575	0.185785	0.300777	0.236722	0.177978	0.106697	0.00372095	0.0625011	0.0625298	0.0636661	0.07166	0.0896909	0.108378	0.127999	0.131847	0.0834702	0.0625011	0.0227536	0.0228571	0.028258	0.0605126	0.158654	0.237695	0.171728	0.110756	0.0686756	0.101785	0.101778	0.106764	0.152498	0.272533	0.345976	0.226336	0.131477	0.0734132	0.101785	0.0227536	0.283468	0.283468	0.283468	0.284944	0.317243	0.35715	0.275172	0.154318	0.0829244	0.283468	0.0273401	0.0434222	0.0622703	0.115329	0.207607	0.281455	0.243796	0.193747	0.183667	0.0269644	0.00414579	0.0115837	0.0169332	0.0234417	0.0245357	0.0245357	0	0	0	0.0040721
human_flps_filtered_0.7_sorted.bed	0.00524794	0.0210664	0.0686969	0.146582	0.202308	0.222009	0.255932	0.178888	0.0298175	0.00497097	0.00474465	0.0187529	0.0642214	0.135135	0.195875	0.217391	0.247628	0.169826	0.0318609	0.00448668	0.02326	0.0232738	0.0235909	0.0308991	0.0874322	0.202999	0.12962	0.0155755	0.00666779	0.02326	0.00121342	0.00509596	0.0167282	0.0580791	0.162433	0.352727	0.66006	0.397205	0.187972	0.00113582	0.00190874	0.00794058	0.0146269	0.0417815	0.0879994	0.14473	0.231301	0.197939	0.134017	0.00165665	0.00122693	0.00512475	0.0167613	0.0557419	0.202912	0.474982	1	0.392167	0.170845	0.00115152	0.00201531	0.00834111	0.0147913	0.0422746	0.0911211	0.149545	0.248151	0.210803	0.145347	0.00178371	0.0344551	0.0344712	0.0351077	0.0397251	0.0503946	0.0620152	0.0902955	0.109545	0.0749823	0.0344551	0.0109367	0.0109865	0.0136414	0.0297376	0.0814725	0.14966	0.208045	0.156967	0.113014	0.0494526	0.049418	0.0518926	0.0761626	0.144503	0.234236	0.328448	0.212546	0.131083	0.0494526	0.0109367	0.177672	0.177672	0.177672	0.179615	0.206785	0.262742	0.376388	0.257638	0.154438	0.177672	0.0150934	0.024217	0.0352038	0.0682501	0.136168	0.218835	0.30919	0.281395	0.267646	0.0148824	0.000107916	0.000359436	0	0	0	0	0	0	0	0.000105829
human_flps_filtered_0.8_sorted.bed	0.00340666	0.014151	0.0492049	0.116249	0.174148	0.200512	0.273263	0.275455	0.0618952	0.0032239	0.00284653	0.0115033	0.0417152	0.09563	0.148893	0.174397	0.25912	0.270729	0.0707965	0.0026876	0.00918605	0.00919152	0.00935765	0.0125729	0.0378235	0.15375	0.215211	0.0389178	0.0170002	0.00918605	0.000477106	0.00205462	0.00674697	0.0235549	0.0662923	0.146123	0.304673	0.643345	0.36529	0.000446505	0.000761676	0.00323099	0.00597829	0.0170924	0.0361353	0.0602693	0.101721	0.182227	0.138447	0.000658879	0.000481161	0.00200976	0.00657323	0.0218601	0.0795752	0.186272	0.392167	1	0.435644	0.000451588	0.000805989	0.00339673	0.00604493	0.0173342	0.0375527	0.0624027	0.109263	0.19817	0.155264	0.00071123	0.0153294	0.0153367	0.0156251	0.0177748	0.0227882	0.0290323	0.044164	0.0666571	0.0541795	0.0153294	0.00439156	0.00441156	0.0055419	0.0124678	0.0372435	0.0746707	0.135927	0.18779	0.16161	0.0198772	0.0198889	0.0211294	0.0319921	0.0673023	0.125586	0.240819	0.30419	0.216323	0.0198772	0.00439156	0.0779755	0.0779755	0.0779755	0.0789524	0.0931396	0.128264	0.241596	0.358743	0.256281	0.0779755	0.00778782	0.0125651	0.0184393	0.0365959	0.076475	0.133065	0.240486	0.285675	0.285645	0.00767799	0.000113812	0.000434392	0	0	0	0	0	0	0	0.000111493
human_flps_filtered_0.9_sorted.bed	0.00173902	0.00725444	0.0255253	0.0619608	0.0934327	0.108663	0.151201	0.191428	0.0817996	0.00164562	0.00145018	0.0058805	0.0215356	0.0501225	0.0789433	0.0933525	0.144495	0.194297	0.131025	0.00136914	0.00400184	0.00400423	0.00406064	0.00541793	0.0154411	0.074831	0.167578	0.0762943	0.0390123	0.00400184	0.000207822	0.000895225	0.00287504	0.0101158	0.0284778	0.0628478	0.132679	0.284192	0.601692	0.000194463	0.000332718	0.00142072	0.00262741	0.00755243	0.0158694	0.0264833	0.0449723	0.0807504	0.138597	0.000287948	0.000209615	0.000875537	0.00286359	0.00952323	0.0346664	0.0811483	0.170845	0.435644	1	0.000196731	0.000351823	0.00149453	0.00265819	0.00762576	0.016521	0.027466	0.0481662	0.0875088	0.160364	0.000310914	0.00705469	0.00705802	0.00719092	0.00818154	0.010618	0.0132807	0.0202205	0.030774	0.0338596	0.00705469	0.00193364	0.00194245	0.00241068	0.0052174	0.015762	0.0332156	0.066094	0.115644	0.185227	0.00874825	0.00875343	0.00922389	0.013574	0.0285139	0.0561915	0.119027	0.19379	0.29332	0.00874825	0.00193364	0.0344046	0.0344046	0.0344046	0.0346998	0.0403751	0.0552702	0.111461	0.21821	0.346727	0.0344046	0.00409853	0.00662224	0.00973551	0.0194349	0.0411146	0.073018	0.13762	0.182773	0.194098	0.0040406	0.000116122	0.000470087	0	0	0	0	0	0	0	0.00011371
human_flps_processed_sorted.bed	0.081611	0.0205499	0.00604277	0.00249654	0.00156889	0.00132249	0.000868766	0.000440799	0.0000603608	0.0854046	0.0984708	0.0255569	0.00723314	0.00307718	0.00185834	0.00150454	0.000878486	0.000413388	0.00005414	0.103339	0.0477797	0.0477521	0.0467556	0.0332961	0.00993092	0.00184732	0.00025855	0.0000335337	0.00000767874	0.0477797	0.898374	0.215657	0.0647513	0.0184144	0.006528	0.00295173	0.00139442	0.000644819	0.000298304	0.946186	0.586384	0.136127	0.0735135	0.0255652	0.0120023	0.00718121	0.00421521	0.00233856	0.00134307	0.675768	0.938537	0.224698	0.068701	0.0206581	0.00567498	0.00242434	0.00115152	0.000451588	0.000196731	1	0.555391	0.12974	0.0728056	0.0253679	0.0116904	0.00702454	0.00399501	0.00219376	0.0011832	0.630362	0.0269075	0.0268947	0.0263962	0.0231979	0.0178647	0.0136901	0.00829057	0.00460264	0.00338536	0.0269075	0.0990196	0.0985761	0.0779056	0.0330466	0.00999557	0.00431773	0.00195571	0.000983844	0.000512919	0.022232	0.0222188	0.0207755	0.0131838	0.00559354	0.00255137	0.00106744	0.000561617	0.000294222	0.022232	0.0990196	0.00565082	0.00565082	0.00565082	0.00556208	0.00459428	0.00319259	0.00141376	0.000632767	0.000321049	0.00565082	0.0417871	0.025847	0.0176176	0.00882843	0.00416177	0.00233346	0.0012148	0.000908424	0.000845537	0.0423883	0.0123309	0.00290626	0.00115395	0.000177	0.0000636655	0.0000636655	0	0	0	0.0125973
human_flps_strict_filtered_0.1_sorted.bed	0.0764184	0.0248198	0.00953477	0.00439791	0.0027949	0.00235721	0.00154425	0.000789371	0.000108469	0.0775367	0.0890699	0.030259	0.0112926	0.00537728	0.00329762	0.00267611	0.00155946	0.00074021	0.0000974471	0.0907463	0.0733785	0.0733391	0.071799	0.0518421	0.0162335	0.00318226	0.000457489	0.0000603577	0.000013821	0.0733785	0.58481	0.242115	0.0884468	0.0283603	0.0111279	0.00515155	0.00246668	0.00114905	0.000529568	0.549239	0.870408	0.234276	0.128835	0.044992	0.0211093	0.012644	0.0073512	0.0040974	0.00229744	0.761253	0.590148	0.248744	0.0917697	0.030399	0.00974102	0.00419828	0.00201531	0.000805989	0.000351823	0.555391	1	0.233764	0.131231	0.045741	0.0210888	0.0126828	0.00722596	0.00397469	0.00214734	0.881091	0.0445845	0.0445635	0.0437219	0.0385212	0.0296546	0.0227848	0.0140036	0.00784795	0.00566253	0.0445845	0.143509	0.142934	0.115537	0.0514023	0.0165832	0.00738342	0.00341507	0.00176574	0.000923906	0.0386102	0.0385864	0.0361467	0.0229794	0.00985079	0.00450611	0.00189903	0.00100666	0.000528348	0.0386102	0.143509	0.0100398	0.0100398	0.0100398	0.00988308	0.00816165	0.00567985	0.00252096	0.00113454	0.000575934	0.0100398	0.0636635	0.0431524	0.0303341	0.0156243	0.00744391	0.00418561	0.00218319	0.00163473	0.00152189	0.0638857	0.0194822	0.00520832	0.00207701	0.000318584	0.000114592	0.000114592	0	0	0	0.0195638
human_flps_strict_filtered_0.2_sorted.bed	0.0603495	0.0578174	0.0354041	0.018	0.011434	0.00960762	0.00620118	0.00320406	0.000453528	0.059947	0.0647472	0.0697748	0.0419636	0.0219974	0.0134564	0.0109102	0.0062677	0.0030103	0.000398892	0.0637543	0.232981	0.23295	0.228874	0.172785	0.0595917	0.0120283	0.00172385	0.000233496	0.0000591239	0.232981	0.136779	0.355559	0.266841	0.106357	0.0454464	0.021371	0.0103629	0.00486257	0.00223606	0.128295	0.214383	0.844955	0.514188	0.184965	0.0874109	0.0527246	0.0303107	0.0169821	0.00929015	0.186119	0.137924	0.356347	0.267723	0.108432	0.0398767	0.0172658	0.00834111	0.00339673	0.00149453	0.12974	0.233764	1	0.561381	0.195672	0.0902141	0.0542548	0.0309113	0.017003	0.00918591	0.205967	0.140425	0.140396	0.138484	0.125023	0.0983463	0.0762127	0.0514557	0.0302227	0.0210641	0.140425	0.360228	0.359702	0.322317	0.173102	0.0635787	0.0295827	0.0139654	0.00741809	0.00392218	0.151898	0.151806	0.143142	0.0918513	0.0400023	0.0185609	0.00788397	0.00424385	0.00225266	0.151898	0.360228	0.0416401	0.0416401	0.0416401	0.0410008	0.0338362	0.0236266	0.0105126	0.00478111	0.00245472	0.0416401	0.13934	0.151681	0.120175	0.0650151	0.0314046	0.0177619	0.00931124	0.00698855	0.00651036	0.138811	0.0246955	0.0213599	0.00888505	0.00136284	0.000490204	0.000490204	0	0	0	0.0246539
human_flps_strict_filtered_0.3_sorted.bed	0.0465211	0.0627697	0.0567466	0.031553	0.0202294	0.0169927	0.0109397	0.00567176	0.000802535	0.045625	0.0487393	0.0734207	0.0692696	0.0386414	0.0237166	0.0193006	0.0110715	0.00532406	0.000706543	0.0474212	0.325141	0.325133	0.320666	0.261481	0.101139	0.0210289	0.0030273	0.000395919	0.000105319	0.325141	0.076813	0.239251	0.374931	0.179471	0.0800832	0.0379323	0.0184188	0.00865027	0.00397222	0.071997	0.121593	0.502468	0.85877	0.32352	0.154076	0.0932491	0.0535953	0.0300459	0.0163671	0.105337	0.0774528	0.239096	0.371493	0.179819	0.0704607	0.0306175	0.0147913	0.00604493	0.00265819	0.0728056	0.131231	0.561381	1	0.348554	0.1607	0.0966453	0.055063	0.0302878	0.0163631	0.115626	0.193227	0.193233	0.192134	0.180433	0.148665	0.118046	0.0845212	0.0512851	0.0352511	0.193227	0.374613	0.374809	0.385978	0.262939	0.107834	0.0514109	0.0243871	0.0129972	0.00689244	0.250562	0.250417	0.239621	0.157956	0.0700771	0.0327926	0.0139726	0.00751352	0.0039926	0.250562	0.374613	0.0734322	0.0734322	0.0734322	0.0723066	0.059751	0.0418454	0.01868	0.00848517	0.00437258	0.0734322	0.157892	0.185439	0.186385	0.11238	0.0554512	0.031504	0.0165383	0.0124124	0.0115606	0.156959	0.0216412	0.0200104	0.0148179	0.00242766	0.000873212	0.000873212	0	0	0	0.0215818
human_flps_strict_filtered_0.4_sorted.bed	0.0264005	0.0543491	0.0736563	0.0708547	0.0545176	0.0468472	0.0302514	0.0158922	0.00230236	0.0255537	0.0262268	0.0590714	0.0867104	0.0864057	0.0636864	0.0529756	0.0304202	0.0149234	0.00202693	0.0252349	0.320953	0.320947	0.318243	0.339128	0.219923	0.056703	0.00858807	0.00113575	0.000302158	0.320953	0.0267679	0.0918761	0.216502	0.427717	0.221808	0.10789	0.0527322	0.0247919	0.0113778	0.0250882	0.0425026	0.178793	0.325244	0.859688	0.427463	0.262455	0.151089	0.0850896	0.0462261	0.0367836	0.0269823	0.091293	0.210297	0.410263	0.196529	0.0870575	0.0422746	0.0173342	0.00762576	0.0253679	0.045741	0.195672	0.348554	1	0.461048	0.277275	0.157975	0.0868955	0.0469455	0.040302	0.234666	0.234722	0.236043	0.24427	0.236405	0.211218	0.174416	0.119027	0.0794253	0.234666	0.209045	0.20941	0.239537	0.348534	0.24667	0.133318	0.0649794	0.03535	0.0187278	0.339488	0.339387	0.334892	0.315196	0.180399	0.0894821	0.0385973	0.0210099	0.0110942	0.339488	0.209045	0.183075	0.183075	0.183075	0.180907	0.15524	0.113078	0.0514064	0.0235642	0.0121802	0.183075	0.107665	0.144706	0.173952	0.198476	0.140183	0.0856443	0.0457021	0.0344646	0.0320482	0.106609	0.008287	0.00798494	0.00758665	0.00544593	0.00250524	0.00250524	0	0	0	0.00822848
human_flps_strict_filtered_0.5_sorted.bed	0.0177321	0.046133	0.0837762	0.0981577	0.100498	0.0932669	0.0603557	0.0321074	0.00468499	0.0169773	0.0171293	0.04724	0.093873	0.114341	0.115399	0.104391	0.0598978	0.029652	0.00433751	0.0163696	0.20698	0.207063	0.20637	0.248689	0.284769	0.109543	0.0177172	0.00236313	0.000655368	0.20698	0.0123325	0.043496	0.115561	0.285322	0.449608	0.229324	0.113745	0.0535846	0.0246658	0.0115651	0.0196944	0.0837712	0.15389	0.430881	0.878456	0.552848	0.319707	0.181773	0.098678	0.0170352	0.0124338	0.0429948	0.111038	0.261896	0.400197	0.185785	0.0911211	0.0375527	0.016521	0.0116904	0.0210888	0.0902141	0.1607	0.461048	1	0.6014	0.342644	0.188474	0.101823	0.0185812	0.203558	0.203632	0.206134	0.222668	0.251353	0.261897	0.24907	0.196995	0.133322	0.203558	0.106863	0.107098	0.125677	0.225901	0.367377	0.253567	0.130046	0.0722364	0.0392749	0.248504	0.248429	0.250506	0.285458	0.294131	0.177116	0.0790022	0.0433795	0.0233454	0.248504	0.106863	0.258173	0.258173	0.258173	0.257269	0.24949	0.205609	0.0998038	0.0479718	0.0249605	0.258173	0.0639109	0.0924984	0.120803	0.173852	0.197507	0.159441	0.0902133	0.0687556	0.0644128	0.0631572	0.00627227	0.00549392	0.00591024	0.00538173	0.00543379	0.00543379	0	0	0	0.00620319
human_flps_strict_filtered_0.6_sorted.bed	0.0137792	0.0423504	0.091713	0.12355	0.134558	0.13335	0.0852487	0.0484266	0.00734342	0.0131155	0.0128492	0.0405449	0.0961712	0.134112	0.149831	0.144784	0.084902	0.0455963	0.00719712	0.012237	0.130635	0.130696	0.130201	0.158738	0.235017	0.152728	0.0278549	0.00392805	0.00108973	0.130635	0.00740716	0.0261482	0.0706271	0.183396	0.32274	0.370067	0.186885	0.0890103	0.0409889	0.00695065	0.0118687	0.0505504	0.0930514	0.263502	0.548826	0.890413	0.518965	0.298456	0.162215	0.010265	0.00746525	0.025903	0.0679292	0.166881	0.293654	0.300777	0.149545	0.0624027	0.027466	0.00702454	0.0126828	0.0542548	0.0966453	0.277275	0.6014	1	0.569744	0.313391	0.169311	0.0111747	0.161599	0.161669	0.163994	0.181308	0.214741	0.247602	0.269323	0.246516	0.171987	0.161599	0.0642016	0.0643696	0.0760414	0.143076	0.297187	0.362005	0.205121	0.116342	0.0640745	0.158397	0.158386	0.161871	0.198409	0.259716	0.255062	0.123989	0.0697398	0.0380027	0.158397	0.0642016	0.250031	0.250031	0.250031	0.249906	0.257671	0.254998	0.145073	0.0741078	0.0396955	0.250031	0.0401299	0.0605247	0.0819036	0.128796	0.181313	0.20006	0.126674	0.100163	0.0943485	0.0396236	0.00450788	0.00711117	0.00811357	0.00889221	0.00903523	0.00903523	0	0	0	0.00444656
human_flps_strict_filtered_0.7_sorted.bed	0.0082445	0.0272708	0.0687465	0.106191	0.121656	0.124117	0.122733	0.0748974	0.0120947	0.00783876	0.00762942	0.0255992	0.070116	0.110679	0.130749	0.130677	0.121429	0.0697079	0.0115509	0.00723707	0.0746417	0.0746711	0.0741641	0.0887705	0.1197	0.124309	0.0461271	0.00689005	0.00191265	0.0746417	0.00421644	0.0150031	0.0404174	0.108256	0.200579	0.273907	0.323334	0.155904	0.0718339	0.0039563	0.00676274	0.0288894	0.0531715	0.150763	0.316679	0.521441	0.86573	0.50598	0.27766	0.00584967	0.0042455	0.0148193	0.0385945	0.0984577	0.183887	0.236722	0.248151	0.109263	0.0481662	0.00399501	0.00722596	0.0309113	0.055063	0.157975	0.342644	0.569744	1	0.550057	0.29717	0.00636672	0.114256	0.114308	0.116082	0.129719	0.15707	0.187028	0.262298	0.291405	0.215179	0.114256	0.036702	0.0367967	0.0433471	0.0825683	0.188868	0.287637	0.331382	0.199758	0.111583	0.091767	0.0917249	0.0937177	0.117108	0.168931	0.204951	0.205236	0.120701	0.0665191	0.091767	0.036702	0.180704	0.180704	0.180704	0.181096	0.189502	0.202067	0.209448	0.121286	0.0663097	0.180704	0.0216501	0.0334823	0.0465313	0.0785764	0.12494	0.160401	0.176382	0.153946	0.146073	0.0213643	0.000920903	0.000618334	0	0	0	0	0	0	0	0.000906147
human_flps_strict_filtered_0.8_sorted.bed	0.00593602	0.0215314	0.062092	0.112507	0.138754	0.146634	0.15721	0.107792	0.0189915	0.00564257	0.00528235	0.0191002	0.0590643	0.107947	0.137933	0.142772	0.150221	0.101372	0.0192232	0.00499773	0.0424651	0.0424903	0.0422265	0.0508537	0.0742778	0.115491	0.0665799	0.012511	0.00347711	0.0424651	0.00231621	0.00833538	0.0225984	0.0637924	0.129247	0.195848	0.246588	0.281345	0.130305	0.00217377	0.00375133	0.0161427	0.0298082	0.0845882	0.178662	0.296236	0.497148	0.880539	0.486122	0.00324069	0.00232932	0.00819576	0.0215234	0.0577973	0.123635	0.177978	0.210803	0.19817	0.0875088	0.00219376	0.00397469	0.017003	0.0302878	0.0868955	0.188474	0.313391	0.550057	1	0.540253	0.00350206	0.0745544	0.0745893	0.0758709	0.0851834	0.105028	0.128591	0.190283	0.295291	0.245858	0.0745544	0.0207491	0.0207981	0.0248598	0.0486696	0.123854	0.212399	0.309129	0.343482	0.199059	0.0552882	0.0552799	0.0572892	0.0747837	0.124883	0.178559	0.226616	0.210037	0.11904	0.0552882	0.0207491	0.126736	0.126736	0.126736	0.127462	0.13786	0.157148	0.206135	0.200156	0.116143	0.126736	0.0145304	0.0228551	0.032409	0.0595392	0.105834	0.152528	0.20766	0.217027	0.213612	0.0143322	0.00086809	0.0008369	0	0	0	0	0	0	0	0.000852487
human_flps_strict_filtered_0.9_sorted.bed	0.00350372	0.0132811	0.0416483	0.0842519	0.110816	0.120819	0.136578	0.099843	0.0243069	0.00332927	0.00307279	0.0114866	0.0381023	0.076253	0.104446	0.112299	0.129282	0.0963592	0.0316797	0.00290559	0.0218759	0.0218889	0.0216101	0.0254301	0.0388009	0.0760547	0.0613549	0.0215315	0.00643585	0.0218759	0.00124722	0.00442242	0.0119211	0.0334354	0.0698434	0.11427	0.163362	0.197848	0.238291	0.00117148	0.00202408	0.00870442	0.0160786	0.045962	0.0972575	0.161401	0.273383	0.487132	0.837539	0.00174882	0.00125601	0.00431849	0.0112747	0.0296803	0.0671308	0.106697	0.145347	0.155264	0.160364	0.0011832	0.00214734	0.00918591	0.0163631	0.0469455	0.101823	0.169311	0.29717	0.540253	1	0.001892	0.0435274	0.0435479	0.0443178	0.0497677	0.0616454	0.0759418	0.115004	0.184389	0.227117	0.0435274	0.0108029	0.010813	0.0127872	0.0247521	0.0662338	0.121913	0.201608	0.282266	0.350461	0.0279351	0.0279513	0.028751	0.0380498	0.0696349	0.112117	0.168164	0.197361	0.211159	0.0279351	0.0108029	0.0693138	0.0693138	0.0693138	0.06981	0.0778646	0.0942852	0.144704	0.183892	0.196911	0.0693138	0.00960824	0.0152355	0.021979	0.0420041	0.0809735	0.127754	0.197216	0.231839	0.238807	0.0094748	0.000430481	0.000450718	0	0	0	0	0	0	0	0.000422178
human_flps_strict_processed_sorted.bed	0.077349	0.0234748	0.00854922	0.00388662	0.0024686	0.00208264	0.00136541	0.000696125	0.0000957252	0.0791995	0.0912057	0.0286848	0.0101146	0.00475409	0.00291356	0.00236409	0.00137851	0.000653272	0.0000858598	0.0940619	0.0660925	0.0660576	0.0646695	0.0466116	0.0145017	0.00282232	0.000404632	0.0000531806	0.0000121776	0.0660925	0.621483	0.227775	0.0807614	0.0254108	0.00987015	0.0045541	0.00217925	0.00101319	0.000466906	0.62333	0.778277	0.208198	0.114051	0.0398126	0.0186654	0.011182	0.00651328	0.00363128	0.00204529	0.858383	0.626582	0.234568	0.0840953	0.0274422	0.00863744	0.00372095	0.00178371	0.00071123	0.000310914	0.630362	0.881091	0.205967	0.115626	0.040302	0.0185812	0.0111747	0.00636672	0.00350206	0.001892	1	0.0400232	0.0400046	0.0392492	0.0345374	0.0266036	0.0204435	0.0124996	0.00699941	0.00507218	0.0400232	0.130547	0.130008	0.104604	0.046106	0.01475	0.00655001	0.00302125	0.00155779	0.0008142	0.0342229	0.034202	0.0320323	0.0203525	0.00870985	0.00398117	0.00167786	0.000888037	0.000465677	0.0342229	0.130547	0.00886431	0.00886431	0.00886431	0.00872623	0.00720384	0.00501194	0.00222584	0.00100072	0.000507913	0.00886431	0.0621913	0.0383568	0.026851	0.0137995	0.00656532	0.00369008	0.0019239	0.00144035	0.00134092	0.0629693	0.0193285	0.00459056	0.00183003	0.000280701	0.000100966	0.000100966	0	0	0	0.0197509
